Logger firmware: Prestolog 0.1 detected.
55751 45606 #GYRO TIME RAWRATE
55752 45634 #GYRO TIME RAWRATE
55753 45460 #GYRO TIME RAWRATE
55754 45679 #GYRO TIME RAWRATE
55755 45992 #GYRO TIME RAWRATE
55756 45667 #GYRO TIME RAWRATE
55757 45980 #GYRO TIME RAWRATE
55758 45957 #GYRO TIME RAWRATE
55759 45856 #GYRO TIME RAWRATE
55760 46210 #GYRO TIME RAWRATE
55761 45659 #GYRO TIME RAWRATE
55762 45995 #GYRO TIME RAWRATE
55763 46532 #GYRO TIME RAWRATE
55764 46127 #GYRO TIME RAWRATE
55765 46298 #GYRO TIME RAWRATE
55766 46823 #GYRO TIME RAWRATE
55767 44972 #GYRO TIME RAWRATE
55768 46304 #GYRO TIME RAWRATE
55769 45988 #GYRO TIME RAWRATE
55770 45094 #GYRO TIME RAWRATE
55771 45749 #GYRO TIME RAWRATE
55772 46803 #GYRO TIME RAWRATE
55773 46428 #GYRO TIME RAWRATE
55774 46115 #GYRO TIME RAWRATE
55775 45465 #GYRO TIME RAWRATE
55776 45656 #GYRO TIME RAWRATE
55777 45909 #GYRO TIME RAWRATE
55778 46248 #GYRO TIME RAWRATE
55779 45975 #GYRO TIME RAWRATE
55780 45734 #GYRO TIME RAWRATE
55781 45875 #GYRO TIME RAWRATE
55782 46614 #GYRO TIME RAWRATE
55783 46202 #GYRO TIME RAWRATE
55784 46164 #GYRO TIME RAWRATE
55785 45751 #GYRO TIME RAWRATE
55786 45819 #GYRO TIME RAWRATE
55787 46295 #GYRO TIME RAWRATE
55788 46372 #GYRO TIME RAWRATE
55789 46104 #GYRO TIME RAWRATE
55790 45559 #GYRO TIME RAWRATE
55791 46952 #GYRO TIME RAWRATE
55792 46135 #GYRO TIME RAWRATE
55793 45964 #GYRO TIME RAWRATE
55794 45596 #GYRO TIME RAWRATE
55795 45701 #GYRO TIME RAWRATE
55796 45932 #GYRO TIME RAWRATE
55797 45239 #GYRO TIME RAWRATE
55798 46772 #GYRO TIME RAWRATE
55799 46081 #GYRO TIME RAWRATE
55800 45869 #GYRO TIME RAWRATE
55801 45284 #GYRO TIME RAWRATE
55802 45145 #GYRO TIME RAWRATE
55803 45769 #GYRO TIME RAWRATE
55804 45570 #GYRO TIME RAWRATE
55805 45879 #GYRO TIME RAWRATE
55806 46464 #GYRO TIME RAWRATE
55807 45375 #GYRO TIME RAWRATE
55808 45310 #GYRO TIME RAWRATE
55809 46409 #GYRO TIME RAWRATE
55810 46427 #GYRO TIME RAWRATE
55811 46171 #GYRO TIME RAWRATE
55812 46037 #GYRO TIME RAWRATE
55813 44823 #GYRO TIME RAWRATE
55814 46370 #GYRO TIME RAWRATE
55815 45683 #GYRO TIME RAWRATE
55816 46296 #GYRO TIME RAWRATE
55817 45794 #GYRO TIME RAWRATE
55818 45802 #GYRO TIME RAWRATE
55819 46151 #GYRO TIME RAWRATE
55820 45173 #GYRO TIME RAWRATE
55821 45728 #GYRO TIME RAWRATE
55822 46251 #GYRO TIME RAWRATE
55823 46245 #GYRO TIME RAWRATE
55824 45695 #GYRO TIME RAWRATE
55825 46125 #GYRO TIME RAWRATE
55826 46596 #GYRO TIME RAWRATE
55827 45517 #GYRO TIME RAWRATE
55828 45833 #GYRO TIME RAWRATE
55829 46542 #GYRO TIME RAWRATE
55830 46716 #GYRO TIME RAWRATE
55831 46710 #GYRO TIME RAWRATE
55832 45680 #GYRO TIME RAWRATE
55833 46325 #GYRO TIME RAWRATE
55834 45361 #GYRO TIME RAWRATE
55835 45109 #GYRO TIME RAWRATE
55836 45398 #GYRO TIME RAWRATE
55837 45878 #GYRO TIME RAWRATE
55838 46185 #GYRO TIME RAWRATE
55839 45382 #GYRO TIME RAWRATE
55840 45993 #GYRO TIME RAWRATE
55841 45761 #GYRO TIME RAWRATE
55842 46858 #GYRO TIME RAWRATE
55843 46762 #GYRO TIME RAWRATE
55844 46262 #GYRO TIME RAWRATE
55845 45954 #GYRO TIME RAWRATE
55846 46626 #GYRO TIME RAWRATE
55847 45733 #GYRO TIME RAWRATE
55848 45742 #GYRO TIME RAWRATE
55849 45770 #GYRO TIME RAWRATE
55850 45792 #GYRO TIME RAWRATE
55851 46041 #GYRO TIME RAWRATE
55852 46051 #GYRO TIME RAWRATE
55853 46268 #GYRO TIME RAWRATE
55854 46119 #GYRO TIME RAWRATE
55855 45616 #GYRO TIME RAWRATE
55856 46232 #GYRO TIME RAWRATE
55857 46583 #GYRO TIME RAWRATE
55858 45827 #GYRO TIME RAWRATE
55859 45590 #GYRO TIME RAWRATE
55860 45657 #GYRO TIME RAWRATE
55861 45271 #GYRO TIME RAWRATE
55862 46047 #GYRO TIME RAWRATE
55863 46466 #GYRO TIME RAWRATE
55864 47029 #GYRO TIME RAWRATE
55865 45585 #GYRO TIME RAWRATE
55866 45587 #GYRO TIME RAWRATE
55867 46762 #GYRO TIME RAWRATE
55868 44734 #GYRO TIME RAWRATE
55869 45659 #GYRO TIME RAWRATE
55870 44950 #GYRO TIME RAWRATE
55871 45970 #GYRO TIME RAWRATE
55872 45290 #GYRO TIME RAWRATE
55873 45901 #GYRO TIME RAWRATE
55874 45652 #GYRO TIME RAWRATE
55875 45979 #GYRO TIME RAWRATE
55876 46163 #GYRO TIME RAWRATE
55877 46135 #GYRO TIME RAWRATE
55878 45460 #GYRO TIME RAWRATE
55879 46616 #GYRO TIME RAWRATE
55880 46882 #GYRO TIME RAWRATE
55881 46377 #GYRO TIME RAWRATE
55882 45384 #GYRO TIME RAWRATE
55883 45008 #GYRO TIME RAWRATE
55884 45642 #GYRO TIME RAWRATE
55885 44761 #GYRO TIME RAWRATE
55886 47057 #GYRO TIME RAWRATE
55887 45304 #GYRO TIME RAWRATE
55888 46719 #GYRO TIME RAWRATE
55889 46255 #GYRO TIME RAWRATE
55890 46301 #GYRO TIME RAWRATE
55891 46050 #GYRO TIME RAWRATE
55892 46806 #GYRO TIME RAWRATE
55893 45911 #GYRO TIME RAWRATE
55894 45934 #GYRO TIME RAWRATE
55895 45914 #GYRO TIME RAWRATE
55896 46561 #GYRO TIME RAWRATE
55897 46221 #GYRO TIME RAWRATE
55898 45325 #GYRO TIME RAWRATE
55899 46959 #GYRO TIME RAWRATE
55900 46379 #GYRO TIME RAWRATE
55901 45297 #GYRO TIME RAWRATE
55902 45259 #GYRO TIME RAWRATE
55903 45822 #GYRO TIME RAWRATE
55904 46516 #GYRO TIME RAWRATE
55905 46361 #GYRO TIME RAWRATE
55906 45890 #GYRO TIME RAWRATE
55907 46065 #GYRO TIME RAWRATE
55908 46213 #GYRO TIME RAWRATE
55909 45670 #GYRO TIME RAWRATE
55910 46200 #GYRO TIME RAWRATE
55911 46042 #GYRO TIME RAWRATE
55912 46493 #GYRO TIME RAWRATE
55913 46676 #GYRO TIME RAWRATE
55914 46942 #GYRO TIME RAWRATE
55915 45747 #GYRO TIME RAWRATE
55916 45782 #GYRO TIME RAWRATE
55917 46780 #GYRO TIME RAWRATE
55918 45944 #GYRO TIME RAWRATE
55919 45628 #GYRO TIME RAWRATE
55920 46115 #GYRO TIME RAWRATE
55921 46308 #GYRO TIME RAWRATE
55922 46434 #GYRO TIME RAWRATE
55923 46287 #GYRO TIME RAWRATE
55924 45849 #GYRO TIME RAWRATE
55925 46034 #GYRO TIME RAWRATE
55926 46618 #GYRO TIME RAWRATE
55927 45647 #GYRO TIME RAWRATE
55928 44973 #GYRO TIME RAWRATE
55929 45712 #GYRO TIME RAWRATE
55930 44943 #GYRO TIME RAWRATE
55931 45553 #GYRO TIME RAWRATE
55932 46044 #GYRO TIME RAWRATE
55933 45756 #GYRO TIME RAWRATE
55934 45429 #GYRO TIME RAWRATE
55935 45677 #GYRO TIME RAWRATE
55936 45244 #GYRO TIME RAWRATE
55937 45303 #GYRO TIME RAWRATE
55938 45915 #GYRO TIME RAWRATE
55939 46208 #GYRO TIME RAWRATE
55940 45840 #GYRO TIME RAWRATE
55941 46192 #GYRO TIME RAWRATE
55942 45568 #GYRO TIME RAWRATE
55943 45688 #GYRO TIME RAWRATE
55944 46458 #GYRO TIME RAWRATE
55945 45780 #GYRO TIME RAWRATE
55946 46423 #GYRO TIME RAWRATE
55947 45744 #GYRO TIME RAWRATE
55948 45016 #GYRO TIME RAWRATE
55949 46083 #GYRO TIME RAWRATE
55950 46356 #GYRO TIME RAWRATE
55951 45595 #GYRO TIME RAWRATE
55952 45965 #GYRO TIME RAWRATE
55953 45108 #GYRO TIME RAWRATE
55954 46106 #GYRO TIME RAWRATE
55955 45011 #GYRO TIME RAWRATE
55956 45942 #GYRO TIME RAWRATE
55957 45934 #GYRO TIME RAWRATE
55958 45354 #GYRO TIME RAWRATE
55959 44941 #GYRO TIME RAWRATE
55960 45739 #GYRO TIME RAWRATE
55961 46458 #GYRO TIME RAWRATE
55962 46522 #GYRO TIME RAWRATE
55963 46424 #GYRO TIME RAWRATE
55964 45989 #GYRO TIME RAWRATE
55965 46298 #GYRO TIME RAWRATE
55966 46783 #GYRO TIME RAWRATE
55967 45545 #GYRO TIME RAWRATE
55968 45280 #GYRO TIME RAWRATE
55969 45840 #GYRO TIME RAWRATE
55970 45295 #GYRO TIME RAWRATE
55971 44921 #GYRO TIME RAWRATE
55972 45587 #GYRO TIME RAWRATE
55973 46760 #GYRO TIME RAWRATE
55974 45854 #GYRO TIME RAWRATE
55975 46116 #GYRO TIME RAWRATE
55976 45281 #GYRO TIME RAWRATE
55977 45897 #GYRO TIME RAWRATE
55978 45008 #GYRO TIME RAWRATE
55979 47116 #GYRO TIME RAWRATE
55980 45582 #GYRO TIME RAWRATE
55981 44792 #GYRO TIME RAWRATE
55982 46230 #GYRO TIME RAWRATE
55983 45587 #GYRO TIME RAWRATE
55984 45749 #GYRO TIME RAWRATE
55985 46238 #GYRO TIME RAWRATE
55986 46868 #GYRO TIME RAWRATE
55987 45807 #GYRO TIME RAWRATE
55988 45940 #GYRO TIME RAWRATE
55989 46278 #GYRO TIME RAWRATE
55990 45338 #GYRO TIME RAWRATE
55991 45382 #GYRO TIME RAWRATE
55992 45511 #GYRO TIME RAWRATE
55993 45763 #GYRO TIME RAWRATE
55994 46014 #GYRO TIME RAWRATE
55995 46401 #GYRO TIME RAWRATE
55996 46370 #GYRO TIME RAWRATE
55997 45450 #GYRO TIME RAWRATE
55998 45688 #GYRO TIME RAWRATE
55999 45648 #GYRO TIME RAWRATE
56000 46142 #GYRO TIME RAWRATE
56001 45810 #GYRO TIME RAWRATE
56002 45734 #GYRO TIME RAWRATE
56003 46618 #GYRO TIME RAWRATE
56004 46108 #GYRO TIME RAWRATE
56005 46124 #GYRO TIME RAWRATE
56006 47024 #GYRO TIME RAWRATE
56007 46039 #GYRO TIME RAWRATE
56008 46320 #GYRO TIME RAWRATE
56009 45275 #GYRO TIME RAWRATE
56010 46006 #GYRO TIME RAWRATE
56011 46908 #GYRO TIME RAWRATE
56012 46548 #GYRO TIME RAWRATE
56013 46751 #GYRO TIME RAWRATE
56014 46148 #GYRO TIME RAWRATE
56015 46078 #GYRO TIME RAWRATE
56016 46190 #GYRO TIME RAWRATE
56017 46405 #GYRO TIME RAWRATE
56018 46254 #GYRO TIME RAWRATE
56019 46875 #GYRO TIME RAWRATE
56020 45911 #GYRO TIME RAWRATE
56021 46593 #GYRO TIME RAWRATE
56022 45881 #GYRO TIME RAWRATE
56023 46345 #GYRO TIME RAWRATE
56024 46883 #GYRO TIME RAWRATE
56025 45078 #GYRO TIME RAWRATE
56026 45927 #GYRO TIME RAWRATE
56027 45562 #GYRO TIME RAWRATE
56028 45946 #GYRO TIME RAWRATE
56029 44885 #GYRO TIME RAWRATE
56030 46162 #GYRO TIME RAWRATE
56031 46820 #GYRO TIME RAWRATE
56032 45677 #GYRO TIME RAWRATE
56033 45541 #GYRO TIME RAWRATE
56034 46026 #GYRO TIME RAWRATE
56035 45832 #GYRO TIME RAWRATE
56036 46210 #GYRO TIME RAWRATE
56037 46169 #GYRO TIME RAWRATE
56038 46013 #GYRO TIME RAWRATE
56039 45938 #GYRO TIME RAWRATE
56040 46798 #GYRO TIME RAWRATE
56041 45883 #GYRO TIME RAWRATE
56042 47378 #GYRO TIME RAWRATE
56043 46543 #GYRO TIME RAWRATE
56044 46429 #GYRO TIME RAWRATE
56045 45154 #GYRO TIME RAWRATE
56046 46579 #GYRO TIME RAWRATE
56047 46385 #GYRO TIME RAWRATE
56048 45315 #GYRO TIME RAWRATE
56049 46952 #GYRO TIME RAWRATE
56050 45911 #GYRO TIME RAWRATE
56051 46775 #GYRO TIME RAWRATE
56052 45955 #GYRO TIME RAWRATE
56053 45906 #GYRO TIME RAWRATE
56054 47612 #GYRO TIME RAWRATE
56055 46106 #GYRO TIME RAWRATE
56056 45287 #GYRO TIME RAWRATE
56057 45226 #GYRO TIME RAWRATE
56058 46442 #GYRO TIME RAWRATE
56059 46853 #GYRO TIME RAWRATE
56060 47137 #GYRO TIME RAWRATE
56061 45579 #GYRO TIME RAWRATE
56062 46153 #GYRO TIME RAWRATE
56063 45860 #GYRO TIME RAWRATE
56064 45757 #GYRO TIME RAWRATE
56065 47184 #GYRO TIME RAWRATE
56066 46116 #GYRO TIME RAWRATE
56067 46423 #GYRO TIME RAWRATE
56068 46448 #GYRO TIME RAWRATE
56069 45894 #GYRO TIME RAWRATE
56070 46016 #GYRO TIME RAWRATE
56071 44852 #GYRO TIME RAWRATE
56072 47418 #GYRO TIME RAWRATE
56073 46255 #GYRO TIME RAWRATE
56074 45110 #GYRO TIME RAWRATE
56075 45999 #GYRO TIME RAWRATE
56076 45471 #GYRO TIME RAWRATE
56077 46115 #GYRO TIME RAWRATE
56078 45921 #GYRO TIME RAWRATE
56079 46193 #GYRO TIME RAWRATE
56080 46582 #GYRO TIME RAWRATE
56081 45666 #GYRO TIME RAWRATE
56082 46694 #GYRO TIME RAWRATE
56083 45770 #GYRO TIME RAWRATE
56084 45590 #GYRO TIME RAWRATE
56085 45789 #GYRO TIME RAWRATE
56086 45233 #GYRO TIME RAWRATE
56087 44469 #GYRO TIME RAWRATE
56088 46389 #GYRO TIME RAWRATE
56089 46220 #GYRO TIME RAWRATE
56090 47225 #GYRO TIME RAWRATE
56091 45776 #GYRO TIME RAWRATE
56092 45334 #GYRO TIME RAWRATE
56093 46039 #GYRO TIME RAWRATE
56094 46503 #GYRO TIME RAWRATE
56095 45962 #GYRO TIME RAWRATE
56096 45811 #GYRO TIME RAWRATE
56097 46088 #GYRO TIME RAWRATE
56098 45178 #GYRO TIME RAWRATE
56099 45773 #GYRO TIME RAWRATE
56100 46107 #GYRO TIME RAWRATE
56101 47096 #GYRO TIME RAWRATE
56102 44956 #GYRO TIME RAWRATE
56103 46205 #GYRO TIME RAWRATE
56104 45743 #GYRO TIME RAWRATE
56105 45836 #GYRO TIME RAWRATE
56106 45570 #GYRO TIME RAWRATE
56107 46266 #GYRO TIME RAWRATE
56108 45483 #GYRO TIME RAWRATE
56109 45712 #GYRO TIME RAWRATE
56110 46564 #GYRO TIME RAWRATE
56111 45525 #GYRO TIME RAWRATE
56112 45776 #GYRO TIME RAWRATE
56113 45745 #GYRO TIME RAWRATE
56114 46690 #GYRO TIME RAWRATE
56115 46228 #GYRO TIME RAWRATE
56116 46772 #GYRO TIME RAWRATE
56117 46048 #GYRO TIME RAWRATE
56118 45904 #GYRO TIME RAWRATE
56119 45836 #GYRO TIME RAWRATE
56120 45326 #GYRO TIME RAWRATE
56121 45699 #GYRO TIME RAWRATE
56122 45860 #GYRO TIME RAWRATE
56123 45429 #GYRO TIME RAWRATE
56124 46632 #GYRO TIME RAWRATE
56125 46578 #GYRO TIME RAWRATE
56126 45176 #GYRO TIME RAWRATE
56127 46021 #GYRO TIME RAWRATE
56128 45559 #GYRO TIME RAWRATE
56129 45639 #GYRO TIME RAWRATE
56130 46247 #GYRO TIME RAWRATE
56131 45148 #GYRO TIME RAWRATE
56132 46198 #GYRO TIME RAWRATE
56133 45515 #GYRO TIME RAWRATE
56134 45515 #GYRO TIME RAWRATE
56135 45591 #GYRO TIME RAWRATE
56136 45609 #GYRO TIME RAWRATE
56137 45619 #GYRO TIME RAWRATE
56138 45209 #GYRO TIME RAWRATE
56139 46454 #GYRO TIME RAWRATE
56140 46451 #GYRO TIME RAWRATE
56141 45688 #GYRO TIME RAWRATE
56142 46766 #GYRO TIME RAWRATE
56143 45926 #GYRO TIME RAWRATE
56144 45704 #GYRO TIME RAWRATE
56145 45843 #GYRO TIME RAWRATE
56146 46425 #GYRO TIME RAWRATE
56147 46290 #GYRO TIME RAWRATE
56148 46115 #GYRO TIME RAWRATE
56149 45603 #GYRO TIME RAWRATE
56150 47096 #GYRO TIME RAWRATE
56151 45640 #GYRO TIME RAWRATE
56152 46199 #GYRO TIME RAWRATE
56153 46407 #GYRO TIME RAWRATE
56154 46447 #GYRO TIME RAWRATE
56155 45754 #GYRO TIME RAWRATE
56156 46433 #GYRO TIME RAWRATE
56157 45998 #GYRO TIME RAWRATE
56158 45375 #GYRO TIME RAWRATE
56159 46504 #GYRO TIME RAWRATE
56160 45784 #GYRO TIME RAWRATE
56161 45707 #GYRO TIME RAWRATE
56162 45664 #GYRO TIME RAWRATE
56163 46012 #GYRO TIME RAWRATE
56164 47172 #GYRO TIME RAWRATE
56165 45714 #GYRO TIME RAWRATE
56166 46347 #GYRO TIME RAWRATE
56167 45469 #GYRO TIME RAWRATE
56168 45891 #GYRO TIME RAWRATE
56169 45970 #GYRO TIME RAWRATE
56170 45018 #GYRO TIME RAWRATE
56171 45544 #GYRO TIME RAWRATE
56172 45105 #GYRO TIME RAWRATE
56173 45773 #GYRO TIME RAWRATE
56174 45952 #GYRO TIME RAWRATE
56175 46677 #GYRO TIME RAWRATE
56176 46003 #GYRO TIME RAWRATE
56177 44906 #GYRO TIME RAWRATE
56178 46984 #GYRO TIME RAWRATE
56179 45084 #GYRO TIME RAWRATE
56180 46510 #GYRO TIME RAWRATE
56181 45531 #GYRO TIME RAWRATE
56182 46398 #GYRO TIME RAWRATE
56183 46217 #GYRO TIME RAWRATE
56184 46041 #GYRO TIME RAWRATE
56185 46210 #GYRO TIME RAWRATE
56186 46672 #GYRO TIME RAWRATE
56187 46489 #GYRO TIME RAWRATE
56188 47338 #GYRO TIME RAWRATE
56189 45435 #GYRO TIME RAWRATE
56190 46345 #GYRO TIME RAWRATE
56191 45350 #GYRO TIME RAWRATE
56192 45862 #GYRO TIME RAWRATE
56193 45638 #GYRO TIME RAWRATE
56194 46438 #GYRO TIME RAWRATE
56195 46085 #GYRO TIME RAWRATE
56196 46036 #GYRO TIME RAWRATE
56197 46111 #GYRO TIME RAWRATE
56198 46529 #GYRO TIME RAWRATE
56199 46345 #GYRO TIME RAWRATE
56200 46261 #GYRO TIME RAWRATE
56201 46154 #GYRO TIME RAWRATE
56202 46525 #GYRO TIME RAWRATE
56203 45603 #GYRO TIME RAWRATE
56204 46720 #GYRO TIME RAWRATE
56205 45987 #GYRO TIME RAWRATE
56206 45426 #GYRO TIME RAWRATE
56207 45309 #GYRO TIME RAWRATE
56208 46142 #GYRO TIME RAWRATE
56209 46303 #GYRO TIME RAWRATE
56210 44731 #GYRO TIME RAWRATE
56211 45257 #GYRO TIME RAWRATE
56212 46457 #GYRO TIME RAWRATE
56213 45885 #GYRO TIME RAWRATE
56214 44943 #GYRO TIME RAWRATE
56215 46017 #GYRO TIME RAWRATE
56216 45755 #GYRO TIME RAWRATE
56217 46109 #GYRO TIME RAWRATE
56218 46066 #GYRO TIME RAWRATE
56219 45825 #GYRO TIME RAWRATE
56220 45597 #GYRO TIME RAWRATE
56221 46216 #GYRO TIME RAWRATE
56222 45299 #GYRO TIME RAWRATE
56223 45822 #GYRO TIME RAWRATE
56224 45515 #GYRO TIME RAWRATE
56225 46098 #GYRO TIME RAWRATE
56226 46515 #GYRO TIME RAWRATE
56227 45325 #GYRO TIME RAWRATE
56228 45709 #GYRO TIME RAWRATE
56229 46984 #GYRO TIME RAWRATE
56230 46659 #GYRO TIME RAWRATE
56231 45877 #GYRO TIME RAWRATE
56232 46492 #GYRO TIME RAWRATE
56233 45295 #GYRO TIME RAWRATE
56234 46672 #GYRO TIME RAWRATE
56235 46180 #GYRO TIME RAWRATE
56236 45532 #GYRO TIME RAWRATE
56237 46189 #GYRO TIME RAWRATE
56238 46388 #GYRO TIME RAWRATE
56239 46181 #GYRO TIME RAWRATE
56240 45221 #GYRO TIME RAWRATE
56241 46666 #GYRO TIME RAWRATE
56242 46426 #GYRO TIME RAWRATE
56243 46288 #GYRO TIME RAWRATE
56244 46228 #GYRO TIME RAWRATE
56245 46002 #GYRO TIME RAWRATE
56246 46328 #GYRO TIME RAWRATE
56247 45875 #GYRO TIME RAWRATE
56248 45872 #GYRO TIME RAWRATE
56249 46706 #GYRO TIME RAWRATE
56250 46301 #GYRO TIME RAWRATE
56251 46579 #GYRO TIME RAWRATE
56252 45535 #GYRO TIME RAWRATE
56253 46953 #GYRO TIME RAWRATE
56254 46432 #GYRO TIME RAWRATE
56255 46221 #GYRO TIME RAWRATE
56256 46168 #GYRO TIME RAWRATE
56257 45845 #GYRO TIME RAWRATE
56258 44965 #GYRO TIME RAWRATE
56259 46226 #GYRO TIME RAWRATE
56260 45885 #GYRO TIME RAWRATE
56261 45233 #GYRO TIME RAWRATE
56262 46672 #GYRO TIME RAWRATE
56263 46277 #GYRO TIME RAWRATE
56264 45865 #GYRO TIME RAWRATE
56265 45827 #GYRO TIME RAWRATE
56266 46195 #GYRO TIME RAWRATE
56267 46574 #GYRO TIME RAWRATE
56268 46756 #GYRO TIME RAWRATE
56269 47362 #GYRO TIME RAWRATE
56270 46269 #GYRO TIME RAWRATE
56271 46100 #GYRO TIME RAWRATE
56272 46417 #GYRO TIME RAWRATE
56273 45903 #GYRO TIME RAWRATE
56274 45776 #GYRO TIME RAWRATE
56275 46835 #GYRO TIME RAWRATE
56276 45628 #GYRO TIME RAWRATE
56277 46289 #GYRO TIME RAWRATE
56278 46165 #GYRO TIME RAWRATE
56279 45624 #GYRO TIME RAWRATE
56280 45269 #GYRO TIME RAWRATE
56281 46000 #GYRO TIME RAWRATE
56282 46212 #GYRO TIME RAWRATE
56283 46070 #GYRO TIME RAWRATE
56284 45489 #GYRO TIME RAWRATE
56285 46281 #GYRO TIME RAWRATE
56286 46427 #GYRO TIME RAWRATE
56287 46313 #GYRO TIME RAWRATE
56288 46014 #GYRO TIME RAWRATE
56289 46481 #GYRO TIME RAWRATE
56290 45822 #GYRO TIME RAWRATE
56291 45578 #GYRO TIME RAWRATE
56292 46903 #GYRO TIME RAWRATE
56293 45495 #GYRO TIME RAWRATE
56294 46534 #GYRO TIME RAWRATE
56295 46283 #GYRO TIME RAWRATE
56296 45420 #GYRO TIME RAWRATE
56297 46055 #GYRO TIME RAWRATE
56298 46692 #GYRO TIME RAWRATE
56299 45896 #GYRO TIME RAWRATE
56300 46570 #GYRO TIME RAWRATE
56301 46134 #GYRO TIME RAWRATE
56302 45605 #GYRO TIME RAWRATE
56303 45794 #GYRO TIME RAWRATE
56304 45881 #GYRO TIME RAWRATE
56305 45924 #GYRO TIME RAWRATE
56306 45917 #GYRO TIME RAWRATE
56307 46514 #GYRO TIME RAWRATE
56308 46495 #GYRO TIME RAWRATE
56309 45211 #GYRO TIME RAWRATE
56310 45727 #GYRO TIME RAWRATE
56311 45450 #GYRO TIME RAWRATE
56312 45776 #GYRO TIME RAWRATE
56313 46064 #GYRO TIME RAWRATE
56314 45389 #GYRO TIME RAWRATE
56315 46354 #GYRO TIME RAWRATE
56316 45537 #GYRO TIME RAWRATE
56317 44937 #GYRO TIME RAWRATE
56318 46474 #GYRO TIME RAWRATE
56319 46816 #GYRO TIME RAWRATE
56320 45821 #GYRO TIME RAWRATE
56321 46293 #GYRO TIME RAWRATE
56322 45762 #GYRO TIME RAWRATE
56323 45473 #GYRO TIME RAWRATE
56324 45969 #GYRO TIME RAWRATE
56325 46743 #GYRO TIME RAWRATE
56326 45566 #GYRO TIME RAWRATE
56327 45898 #GYRO TIME RAWRATE
56328 46326 #GYRO TIME RAWRATE
56329 46462 #GYRO TIME RAWRATE
56330 46174 #GYRO TIME RAWRATE
56331 46781 #GYRO TIME RAWRATE
56332 45860 #GYRO TIME RAWRATE
56333 46518 #GYRO TIME RAWRATE
56334 46545 #GYRO TIME RAWRATE
56335 45936 #GYRO TIME RAWRATE
56336 45845 #GYRO TIME RAWRATE
56337 45504 #GYRO TIME RAWRATE
56338 46823 #GYRO TIME RAWRATE
56339 46242 #GYRO TIME RAWRATE
56340 45865 #GYRO TIME RAWRATE
56341 45942 #GYRO TIME RAWRATE
56342 45444 #GYRO TIME RAWRATE
56343 46474 #GYRO TIME RAWRATE
56344 44931 #GYRO TIME RAWRATE
56345 45477 #GYRO TIME RAWRATE
56346 46282 #GYRO TIME RAWRATE
56347 45899 #GYRO TIME RAWRATE
56348 47854 #GYRO TIME RAWRATE
56349 46612 #GYRO TIME RAWRATE
56350 45880 #GYRO TIME RAWRATE
56351 44242 #GYRO TIME RAWRATE
56352 45959 #GYRO TIME RAWRATE
56353 46126 #GYRO TIME RAWRATE
56354 46630 #GYRO TIME RAWRATE
56355 45502 #GYRO TIME RAWRATE
56356 46152 #GYRO TIME RAWRATE
56357 46303 #GYRO TIME RAWRATE
56358 46810 #GYRO TIME RAWRATE
56359 47157 #GYRO TIME RAWRATE
56360 46046 #GYRO TIME RAWRATE
56361 45371 #GYRO TIME RAWRATE
56362 46067 #GYRO TIME RAWRATE
56363 45554 #GYRO TIME RAWRATE
56364 47410 #GYRO TIME RAWRATE
56365 46005 #GYRO TIME RAWRATE
56366 46452 #GYRO TIME RAWRATE
56367 45421 #GYRO TIME RAWRATE
56368 46490 #GYRO TIME RAWRATE
56369 46306 #GYRO TIME RAWRATE
56370 47296 #GYRO TIME RAWRATE
56371 45134 #GYRO TIME RAWRATE
56372 46312 #GYRO TIME RAWRATE
56373 46518 #GYRO TIME RAWRATE
56374 46231 #GYRO TIME RAWRATE
56375 47082 #GYRO TIME RAWRATE
56376 46148 #GYRO TIME RAWRATE
56377 46382 #GYRO TIME RAWRATE
56378 45324 #GYRO TIME RAWRATE
56379 46143 #GYRO TIME RAWRATE
56380 45317 #GYRO TIME RAWRATE
56381 45575 #GYRO TIME RAWRATE
56382 46617 #GYRO TIME RAWRATE
56383 46856 #GYRO TIME RAWRATE
56384 46598 #GYRO TIME RAWRATE
56385 45739 #GYRO TIME RAWRATE
56386 45559 #GYRO TIME RAWRATE
56387 45395 #GYRO TIME RAWRATE
56388 45918 #GYRO TIME RAWRATE
56389 46433 #GYRO TIME RAWRATE
56390 45297 #GYRO TIME RAWRATE
56391 45128 #GYRO TIME RAWRATE
56392 46113 #GYRO TIME RAWRATE
56393 46066 #GYRO TIME RAWRATE
56394 46620 #GYRO TIME RAWRATE
56395 46544 #GYRO TIME RAWRATE
56396 46169 #GYRO TIME RAWRATE
56397 46587 #GYRO TIME RAWRATE
56398 46594 #GYRO TIME RAWRATE
56399 45810 #GYRO TIME RAWRATE
56400 45983 #GYRO TIME RAWRATE
56401 45407 #GYRO TIME RAWRATE
56402 46775 #GYRO TIME RAWRATE
56403 46522 #GYRO TIME RAWRATE
56404 45978 #GYRO TIME RAWRATE
56405 45327 #GYRO TIME RAWRATE
56406 46428 #GYRO TIME RAWRATE
56407 46365 #GYRO TIME RAWRATE
56408 46101 #GYRO TIME RAWRATE
56409 44909 #GYRO TIME RAWRATE
56410 46185 #GYRO TIME RAWRATE
56411 45892 #GYRO TIME RAWRATE
56412 46633 #GYRO TIME RAWRATE
56413 45977 #GYRO TIME RAWRATE
56414 45480 #GYRO TIME RAWRATE
56415 46026 #GYRO TIME RAWRATE
